ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.67,0.88,0.05,0.88,0.1,0.88,0.07,0.86,0.07,0.64,0.1,0.85,0.11,0.93,0.04,0.71,0.11,0.88,0.04
0.66,0.91,0.04,0.92,0.06,0.91,0.05,0.89,0.05,0.76,0.06,0.85,0.11,0.89,0.08,0.72,0.11,0.8,0.08
0.67,0.89,0.05,0.89,0.09,0.88,0.07,0.86,0.07,0.68,0.09,0.85,0.11,0.92,0.06,0.72,0.11,0.84,0.06
0.66,0.88,0.05,0.89,0.09,0.88,0.07,0.85,0.07,0.71,0.09,0.86,0.1,0.9,0.07,0.73,0.1,0.82,0.07
0.66,0.88,0.05,0.89,0.09,0.88,0.07,0.85,0.07,0.72,0.09,0.86,0.1,0.89,0.07,0.73,0.1,0.82,0.07
0.66,0.93,0.03,0.95,0.04,0.94,0.04,0.92,0.04,0.84,0.04,0.85,0.11,0.87,0.09,0.72,0.11,0.76,0.09
0.66,0.94,0.03,0.95,0.04,0.96,0.02,0.96,0.02,0.81,0.04,0.84,0.12,0.89,0.07,0.7,0.12,0.79,0.07
0.66,0.93,0.03,0.95,0.04,0.94,0.03,0.94,0.03,0.83,0.04,0.85,0.11,0.88,0.09,0.71,0.11,0.77,0.09
0.67,0.91,0.03,0.93,0.06,0.92,0.05,0.9,0.05,0.79,0.06,0.85,0.11,0.88,0.08,0.72,0.11,0.78,0.08
0.67,0.9,0.04,0.92,0.06,0.88,0.07,0.86,0.07,0.76,0.06,0.86,0.1,0.88,0.08,0.74,0.1,0.78,0.08
0.67,0.92,0.03,0.96,0.03,0.92,0.05,0.9,0.05,0.87,0.03,0.86,0.1,0.85,0.11,0.73,0.1,0.74,0.11
0.66,0.93,0.03,0.96,0.03,0.93,0.04,0.91,0.04,0.89,0.03,0.86,0.1,0.84,0.11,0.73,0.1,0.74,0.11
0.66,0.94,0.02,0.97,0.02,0.96,0.02,0.95,0.02,0.91,0.02,0.85,0.11,0.85,0.11,0.72,0.11,0.74,0.11
0.66,0.94,0.02,0.97,0.02,0.95,0.02,0.95,0.02,0.9,0.02,0.85,0.11,0.86,0.1,0.72,0.11,0.74,0.1
0.66,0.95,0.02,0.97,0.02,0.97,0.01,0.97,0.01,0.9,0.02,0.84,0.11,0.86,0.1,0.71,0.11,0.75,0.1
0.66,0.93,0.03,0.95,0.04,0.94,0.03,0.93,0.03,0.85,0.04,0.85,0.11,0.87,0.09,0.72,0.11,0.76,0.09
0.67,0.92,0.03,0.95,0.04,0.91,0.05,0.89,0.05,0.85,0.04,0.86,0.1,0.85,0.1,0.73,0.1,0.75,0.1
0.66,0.93,0.03,0.97,0.02,0.91,0.05,0.88,0.05,0.93,0.02,0.87,0.09,0.82,0.12,0.75,0.09,0.71,0.12
0.67,0.92,0.03,0.95,0.04,0.92,0.05,0.9,0.05,0.84,0.04,0.86,0.1,0.86,0.1,0.73,0.1,0.75,0.1
0.67,0.9,0.04,0.92,0.07,0.86,0.08,0.84,0.08,0.73,0.07,0.87,0.1,0.89,0.08,0.75,0.1,0.79,0.08
0.67,0.89,0.04,0.92,0.06,0.86,0.08,0.83,0.08,0.77,0.06,0.87,0.09,0.87,0.09,0.75,0.09,0.77,0.09
0.67,0.87,0.05,0.89,0.08,0.83,0.1,0.79,0.1,0.71,0.08,0.88,0.09,0.88,0.08,0.76,0.09,0.79,0.08
0.67,0.89,0.05,0.9,0.09,0.85,0.08,0.84,0.08,0.66,0.09,0.86,0.1,0.91,0.06,0.74,0.1,0.83,0.06
0.67,0.91,0.04,0.95,0.04,0.83,0.09,0.83,0.09,0.8,0.04,0.88,0.09,0.86,0.1,0.77,0.09,0.72,0.1
0.67,0.89,0.05,0.91,0.08,0.8,0.11,0.81,0.11,0.68,0.08,0.87,0.09,0.89,0.08,0.77,0.09,0.79,0.08
0.66,0.91,0.04,0.93,0.05,0.88,0.07,0.87,0.07,0.79,0.05,0.86,0.1,0.87,0.09,0.74,0.1,0.77,0.09
0.66,0.94,0.02,0.98,0.01,0.92,0.04,0.91,0.04,0.95,0.01,0.87,0.1,0.83,0.12,0.74,0.1,0.7,0.12
0.66,0.93,0.03,0.97,0.02,0.88,0.07,0.87,0.07,0.91,0.02,0.87,0.09,0.83,0.12,0.76,0.09,0.7,0.12
0.67,0.94,0.02,0.98,0.01,0.95,0.03,0.94,0.03,0.95,0.01,0.86,0.1,0.84,0.12,0.73,0.1,0.71,0.12
0.67,0.93,0.03,0.96,0.03,0.95,0.03,0.94,0.03,0.88,0.03,0.85,0.11,0.87,0.1,0.71,0.11,0.75,0.1
0.67,0.91,0.03,0.95,0.04,0.89,0.06,0.87,0.06,0.81,0.04,0.87,0.1,0.87,0.1,0.74,0.1,0.75,0.1
0.67,0.9,0.04,0.93,0.06,0.83,0.09,0.83,0.09,0.73,0.06,0.87,0.09,0.88,0.08,0.76,0.09,0.76,0.08
0.67,0.9,0.04,0.92,0.07,0.82,0.1,0.82,0.1,0.7,0.07,0.88,0.09,0.9,0.08,0.76,0.09,0.78,0.08
0.67,0.9,0.04,0.93,0.06,0.82,0.1,0.83,0.1,0.71,0.06,0.87,0.09,0.89,0.08,0.77,0.09,0.77,0.08
0.67,0.91,0.04,0.95,0.04,0.85,0.08,0.84,0.08,0.8,0.04,0.88,0.09,0.86,0.1,0.77,0.09,0.73,0.1
0.67,0.89,0.05,0.91,0.07,0.83,0.1,0.81,0.1,0.71,0.07,0.87,0.09,0.89,0.08,0.76,0.09,0.79,0.08
0.67,0.93,0.03,0.97,0.03,0.86,0.07,0.87,0.07,0.86,0.03,0.87,0.09,0.85,0.11,0.76,0.09,0.7,0.11
