ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.69,0.86,0.06,0.9,0.08,0.71,0.18,0.67,0.18,0.66,0.08,0.95,0.03,0.88,0.08,0.9,0.03,0.77,0.08
0.69,0.84,0.07,0.89,0.1,0.68,0.21,0.63,0.21,0.62,0.1,0.97,0.02,0.89,0.08,0.93,0.02,0.78,0.08
0.69,0.86,0.06,0.9,0.09,0.68,0.2,0.66,0.2,0.62,0.09,0.96,0.03,0.89,0.08,0.9,0.03,0.78,0.08
0.7,0.87,0.06,0.9,0.08,0.75,0.15,0.71,0.15,0.64,0.08,0.94,0.05,0.92,0.06,0.86,0.05,0.82,0.06
0.7,0.85,0.07,0.89,0.1,0.7,0.19,0.65,0.19,0.61,0.1,0.96,0.03,0.91,0.07,0.9,0.03,0.81,0.07
0.69,0.9,0.04,0.96,0.03,0.81,0.12,0.75,0.12,0.86,0.03,0.94,0.04,0.84,0.12,0.86,0.04,0.71,0.12
0.7,0.89,0.05,0.95,0.04,0.8,0.13,0.73,0.13,0.85,0.04,0.95,0.04,0.84,0.11,0.88,0.04,0.71,0.11
0.69,0.88,0.05,0.93,0.06,0.78,0.14,0.72,0.14,0.77,0.06,0.94,0.04,0.86,0.1,0.87,0.04,0.74,0.1
0.69,0.86,0.06,0.91,0.08,0.73,0.17,0.68,0.17,0.69,0.08,0.95,0.04,0.88,0.09,0.89,0.04,0.77,0.09
0.7,0.87,0.05,0.92,0.06,0.76,0.15,0.71,0.15,0.74,0.06,0.95,0.04,0.87,0.09,0.88,0.04,0.75,0.09
